序号,section,题号,单词,音标,释义
1881,S51,Q5,synthesize,[?s?nθ?sa?z],合成；综合  to make something by combining?different?things
1882,S51,Q5,alleviate,[??liv??et],"缓解  to make less painful, difficult, or severe :    relieve,?lessen"
1883,S51,Q5,balk,[b?k],阻碍  to check or stop by or as if by an obstacle : block
1884,S51,Q5,delineate,[d??l?n?et],描述  to clearly?show?or?describe something
1885,S51,Q5,recast,"[,ri'k?st]","alter,     modify,    change, revise"
1886,S51,Q5,revel,[?r?vl],陶醉;  沉湎  to take?intense?pleasure?or?satisfaction
1887,S51,Q5,retaliate,[r??t?l??et],报复  to get?revenge against someone
1888,S51,Q6,expedite,[?eksp?da?t],加速  to casuse something to happen faster : speed?up
1889,S51,Q6,obscure,[?b?skj?r],"1.  复杂难懂的  difficult?to?understand????
2.  没有名气的  not?famous or prominent
3.  使……模糊不清  to make dark,?dim,?or?indistinct"
1890,S51,Q6,hamper,[?h?mp?],妨碍  to restrict the movement of by bonds or obstacles : impede
1891,S51,Q6,disparate,[?d?sp?r?t],"迥然不同的  containing or made up of fundamentally?different and often incongruous
elements"
1892,S51,Q6,indictment,[?n?da?tm?nt],控诉  the act of officially charging?someone?with?a?crime
1893,S51,Q6,impediment,[?m?p?d?m?nt],妨碍；阻止  something that makes?it?difficult?to?do?or complete something
1894,S51,Q6,metaphor,[?m?t?f?],"隐喻  a word or phrase for one thing that is used to refer to another thing in order to show or
suggest that they are similar"
1895,S51,Q7,endemic,[?n?d?m?k],growing or existing?in?a?certain?place?or?region
1896,S51,Q7,dominant,[?dɑm?n?nt],"处于支配地位的  more?important,?powerful,?or?successful than most or all others"
1897,S51,Q8,hamper,[?h?mp?],妨碍  to restrict the movement of by bonds or obstacles : impede
1898,S51,Q8,abet,[??b?t],"煽动，教唆  to?help,?encourage,?or?support?someone?in?a?criminal?act"
1899,S51,Q8,instigate,[??nst?ɡe?t],发起  to cause something to happen or begin
1900,S51,Q8,obscure,[?b?skj?r],"1.  复杂难懂的  difficult?to?understand????
2.  没有名气的  not?famous or prominent
3.  使……模糊不清  to make dark,?dim,?or?indistinct"
1901,S51,Q8,nullify,[?n?l??fa?],"1.  使无效  to cause something to lose its value or to have?no?effect
2.  使失去法律效力  to make something legally?null"
1902,S51,Q8,impede,[?m?pid],"妨碍，阻碍  to slow?the?movement,?progress,?or?action?of someone or something"
1903,S51,Q9,coordinate,[ko??rd?net],"协调  to bring into a common action, movement, or condition : harmonize"
1904,S51,Q9,hamper,[?h?mp?],妨碍  to restrict the movement of by bonds or obstacles : impede
1905,S51,Q9,obscure,[?b?skj?r],"1.  复杂难懂的  difficult?to?understand????
2.  没有名气的  not?famous or prominent
3.  使……模糊不清  to make dark,?dim,?or?indistinct"
1906,S51,Q9,impede,[?m?pid],"妨碍，阻碍  to slow?the?movement,?progress,?or?action?of someone or something"
1907,S51,Q10,haphazardly,[h?p?h?z?dli],"杂乱无章地  having no?plan,?order,?or?direction"
1908,S51,Q10,uniformly,[j?n??f?rmli],统一地，一致地  not?varying?or?changing
1909,S51,Q10,heterogeneously,['h?t?r?'d?in??sli],由不同成分形成的  made up of parts that are different
1910,S51,Q10,randomly,[?r?nd?mli],"随意的  chosen,?done,etc.,?without?a?particular?plan?or?pattern"
1911,S52,Q1,cachet,[k???e?],威信  prestige
1912,S52,Q1,prestige,[pr??stid?],"威望  the respect?and?admiration that someone or something gets for being successful or
important"
1913,S52,Q1,integrity,[?n?t?ɡr?ti],"1.  完整  the state of being complete?or?whole
2.  正直，诚实  the quality of being honest?and?fair"
1914,S52,Q1,humility,[hju?m?l?ti],谦卑，谦逊  the quality of being humble
1915,S52,Q2,predilection,[?predl?ek?n],倾向  a natural?liking for something
1916,S52,Q2,propitiate,[pr??p??ie?t],使息怒;  和解  to gain or regain the favor or goodwill of : appease
1917,S52,Q2,accentuate,[?k?s?nt?uet],"使突出，强调  to make something more noticeable : accent,?emphasize,?intesify"
1918,S52,Q2,augment,[?ɡ?m?nt],"增加  To augment something means to make?it?larger,?stronger,?or?more?effective by adding
something to it."
1919,S52,Q2,occlude,[??klu?d],使闭塞；封闭  to close?up or block off : obstruct
1920,S52,Q2,presage,[?pr?s?d?],"预示  to give an omen or warnign of : foreshadow,?foretell,?predict"
1921,S52,Q3,fraud,[fr?d],"欺骗  deceit,?trickery"
1922,S52,Q3,venerate,[?v?n?ret],尊敬  to feel or show deep?respect for
1923,S52,Q3,obscure,[?b?skj?r],"1.  复杂难懂的  difficult?to?understand????
2.  没有名气的  not?famous or prominent
3.  使……模糊不清  to make dark,?dim,?or?indistinct"
1924,S52,Q3,unassuming,[??n??su?m??],"谦虚的  not having or showing a desire to be noticed, praised, etc. : modest"
1925,S52,Q3,stun,[st?n],使震惊  to surprise?or?upset someone very much
1926,S52,Q3,elate,[??le?t],使…兴高采烈/兴奋  to make someone very?happy?and?excited
1927,S52,Q3,gullible,[?ɡ?l?bl],轻信的，易受骗的  easily?fooled?or?cheated
1928,S52,Q4,persistence,[p??s?st?ns],坚持不懈;  执著  the quality or state of being persistent
1929,S52,Q4,antithesis,[?n?t?θ?s?s],对立面  the exact opposite of something or someone
1930,S52,Q4,precursor,[pri?k?s?],"A precursor of something is a similar?thing that happened or existed before it, often
something that led to the existence or development of that thing."
1931,S52,Q5,bountiful,[?ba?nt?fl],大量的  given or existing in?large?amounts
1932,S52,Q5,eternal,[??t?nl],永恒的  seeming to last?forever
1933,S52,Q6,aversion,[??v??n],厌恶  a strong feeling of not?liking?something
1934,S52,Q6,suppress,[s??pr?s],"1.  镇压  to end?or?stop something by force
2.  抑制  to not?allow?yourself?to?feel,?show,?or?be?affected?by?an?emotion"
1935,S52,Q6,incite,[?n?sa?t],煽动  to move to action : stir?up
1936,S52,Q6,didacticism,[da??d?kt?s?z?m],教训主义；教训癖  designed or intended to teach people something
1937,S52,Q7,foretell,[f?r?t?l],预言  to tell beforehand : predict
1938,S52,Q7,obscure,[?b?skj?r],"1.  复杂难懂的  difficult?to?understand????
2.  没有名气的  not?famous or prominent
3.  使……模糊不清  to make dark,?dim,?or?indistinct"
1939,S52,Q7,yield,[ jild],"1.  产生  to produce?or?provide??
2.  屈服  to give up and cease resistance or contention : succumb"
1940,S52,Q7,engender,[?n?d??nd?],产生，引起  to cause to exist or to develop : produce
1941,S52,Q8,placebo,[pl??sibo],安慰剂  something tending to soothe
1942,S52,Q8,capricious,[k??pr???s],"反复无常的;  易变的  changing often and quickly : impulsive,?unpredicatable"
1943,S52,Q8,chimerical,[ka??mer?k?l],荒诞的;  虚幻的  wildly fanciful;?imaginary
1944,S52,Q8,marginal,[?mɑrd??nl],"1.  无足轻重的  not?very?important
2.  微小的  very slight or small
3.  边缘的  not?included?in?the?main?part?of society or of a group"
1945,S52,Q8,ephemeral,[??f?m?r?l],短暂的  lasting a very?short?time
1946,S52,Q9,extraction,[?k?str?k??n],"1.  提取，取出  the act or process of getting something by pulling?it?out,?forcing?it?out
2.  血统，出身  ancestry,?origin"
1947,S52,Q9,revival,[r??va?vl],复兴  the state of being?revived
1948,S52,Q9,inception,[?n?s?p??n],"开端  an act, process, or instance of beginning : commencement"
1949,S52,Q10,gargantuan,[ɡɑr?ɡ?nt?u?n],"巨大的  tremendous in size, volume, or degree : gigantic,?colossal"
1950,S52,Q10,juvenile,[?d??v?na?l],"1.  青少年的  relating to or meant for young?people
2.  幼稚的  unpleasantly childish"
1951,S52,Q10,diminutive,[d??m?nj?t?v],极小的  very?small
1952,S52,Q10,minuscule,[?m?n?skju?l],极小的  very?small
1953,S53,Q1,stringent,[?str?nd??nt],严格的  very?strict?or?severe
1954,S53,Q1,nebulous,[?n?bj?l?s],"模糊的  indistinct,?vague"
1955,S53,Q2,benign,[b??na?n],"1.  和善的  of a gentle disposition : gracious
2.  宜人的  favorable,?wholesome"
1956,S53,Q2,pragmatic,[pr?g?m?t?k],"务实的  dealing with the problems that exist in a specific situation in a reasonable?and?logical
way instead of depending on ideas and theories"
1957,S53,Q2,compliant,[k?m?pla??nt],顺从的  willing to do whatever you are asked or ordered to do : ready and willing to comply
1958,S53,Q2,rarefied,[?rer?fa?d],"1.  只有少数人能理解的  understood?by?only?a?small?group?of?people
2.  稀薄的??being?less?dense"
1959,S53,Q2,dogmatic,[d??ɡ?m?t?k],"1.  自以为是的  expressing personal?opinions?or?beliefs as if they are certainly correct and cannot be doubted
2.  教条的  of or relating to dogma"
1960,S53,Q3,diffident,[?d?f?d?nt],缺乏自信的  lacking?confidence : not feeling comfortable around people
1961,S53,Q3,timidity,[t??m?d?ti],胆小  lacking?in?courage?or?self-confidence
1962,S53,Q3,assertiveness,[??s??t?vn?s],坚定自信  confident?in?behavior?or?style
1963,S53,Q3,punctiliousness,[p??k'tili?snis],"小心谨慎，一丝不苟  very?careful about behaving?properly and doing things in a correct and
accurate way：decorous"
1964,S53,Q4,contagious,[k?n?ted??s],"1.  会传染的  having a sickness?that?can?be?passed to someone else by touching
2.  有感染力的  capable of being easily?spread?to?others : causing other people to feel or act in a similar way"
1965,S53,Q4,sagacious,[s??ɡe??s],"睿智的  having or showing an?ability?to?understand?difficult?ideas and situationsand to make
good decisions"
1966,S53,Q5,dismiss,[d?s?m?s],不予理会  to decide?not?to?think?about?or?consider
1967,S53,Q5,insightful,[??nsa?tf?l],有深刻见解的  having or showing a very clear?understanding of something
1968,S53,Q5,judicious,[d?u?d???s],明智的  showing or having good?judgement
1969,S53,Q5,alarmist,[?'lɑrm?st],"危言耸听的     Someone or something that is alarmist causes unnecessary fear or anxiety that
something unpleasant or dangerous is going to happen."
1970,S53,Q5,prescient,[?presi?nt],有先见之明的，预知的  the ability to know what?will?or?might?happen?in?the?future
1971,S53,Q6,decry,[d??kra?],"谴责，批评  to say publicly and forcefully that you regard something as bad,?wrong,etc."
1972,S53,Q6,anticipate,[?n?t?s??pet],"1.  预期/料  to expect that sth will happen and be?ready?for?it
2.  期待(好事）to think about sth good that is gonna happen.
3.  先于…之前(做) to do sth before sb else :?forestall,?prevent"
1973,S53,Q7,plain,[plen],"1.  普通的  lacking special distinction or affection : ordinary
2.  清楚的；显而易见的  easy?to?see?or?understand"
1974,S53,Q7,idiosyncratic,[??di?s???kr?t?k],怪异的;  另类的  characteristic peculiarity : eccentric
1975,S53,Q7,enigmatic,[?en?ɡ?m?t?k],神秘难解的  full of mystery and difficult?to?understand
1976,S53,Q7,itinerant,[a??t?n?r?nt],巡游的  traveling?from?place?to?place
1977,S53,Q7,peripatetic,[?perip??tet?k],不固定的  moving or traveling from place to place : itinerant
1978,S53,Q7,circumspect,[?s??rk?mspekt],谨慎小心的  careful to consider all circumstances and possible consequences : prudent
1979,S53,Q8,eloquent,[??l?kw?nt],雄辩的;  有说服力的  having or showing the ability to use?language?clearly?and?effectively
1980,S53,Q8,austere,[??st?r],"1.  朴素的，简朴的     simple?or?plain??
2.  严厉的  stern?and?cold in appearance or manner
3.  苦行的  ascetic"
1981,S53,Q8,somber,[?s?mb?],忧郁的  of a dismal or depressing character : melancholy
1982,S53,Q8,awkward,[??kw?d],"1.  笨拙的  ungainly
2. (使用)  不便的;  棘手的  (工作) difficult?to?use?or?handle"
1983,S53,Q8,solemn,[?sɑl?m],"(人)  严肃的; (物)  庄严的  very serious?or?formal in manner, behavior, or expression"
1984,S53,Q8,ungainly,[?n?ɡe?nli],笨拙的  moving in an awkward?or?clumsy?way
1985,S53,Q9,furnish,[?f?n??],"提供  supply,?give"
1986,S53,Q9,inconsequential,[?n?kɑ?ns??kwen?l],不重要的;  微不足道的;  无足轻重的  not?important
1987,S53,Q10,controvert,[?kɑ?ntr?v??rt],驳斥  to dispute?or?oppose by reasoning
1988,S53,Q10,buttress,[?b?tr?s],"支持  to support,?strengthen,?or?defend something"
1989,S53,Q10,bolster,[?bolst?],支持  to make something stronger or better : to give support to something
1990,S53,Q10,perpetuate,[p??p?t?uet],使继续  to cause to continue
1991,S54,Q1,omniscient,[ɑm?n?s??nt],无所不知的??knowing?everything
1992,S54,Q1,abject,[??bd??kt],"1. (境况)悲惨的，凄惨的，赤贫的     the state of extremely?poor,?unhappy?,?unsuccessful?,?bad
2.  萎靡不振的  cast down in spirit：spiritless
3.  卑躬屈节的；奴性的  expressing or offered in a humble and often ingratiating?spirit : servile?,?slavish"
1993,S54,Q1,pervasive,[p??ves?v],普遍的，到处渗透的  existing in or spreading?through?every?part?of something
1994,S54,Q1,specious,[?spi???s],似是而非的  appearing to be true but actually false
1995,S54,Q2,indifference,[?n?d?fr?ns],冷漠??lack?of?interest?in?or?concern about something
1996,S54,Q2,arrogance,[??r?g?ns],"傲慢  an attitude of superiority manifested in an overbearing?manner?or?in?presumptuous
claims or assumptions"
1997,S54,Q2,trepidation,[?trep??de??n],"惊恐;  焦虑??a?feeling?of?fear that causes you to hesitate because you think something bad or
unpleasant is going to happen"
1998,S54,Q3,fallacious,[f??le??s],荒谬的;  错误的  containing a mistake : not?true?or?accurate
1999,S54,Q3,incontrovertible,[??nkɑ?ntr??v??rt?bl],无可争议的  not able to be doubted or questioned : indisputable
2000,S54,Q3,adverse,[?d?v?s????d?v?s],不利的  bad?or?unfavorable : not good
2001,S54,Q3,ameliorate,[??mil???ret],"改善，减轻  to make?better,?less?painful, etc"
2002,S54,Q4,dismiss,[d?s?m?s],不予理会  to decide?not?to?think?about?or?consider
2003,S54,Q4,endorse,[?n?d?rs],"公开支持;  赞同  to publicly or officially say that you support?or?approve?of someone or
something"
2004,S54,Q4,credulous,[?kr?d??l?s],轻信的  too ready to believe things : easily?fooled?or?cheated
2005,S54,Q5,impediment,[?m?p?d?m?nt],妨碍；阻止  something that makes?it?difficult?to?do?or complete something
2006,S54,Q6,render,[?r?nd?],"1.  使变得，使处于〔某种状态〕+ADJ       cause to?become
2.  翻译：  translate
3.  给予，提供  to provide?or?furnish with  ：  supply
4.  放弃；让与；交出(与  up  连用)：give?up??，yield
5.〔以某种方式〕表达；表现 to?express?or?present?something in a particular way :render sth as
sth; render sth (in) sth"
2007,S54,Q6,preclude,[pr??klud],阻止     to prevent something from happening
2008,S54,Q7,forgo,[f?r?ɡo],放弃  to give?up the use or enjoyment of something
2009,S54,Q7,glean,[ɡlin],慢慢地收集  to gather?or?collect something in a gradual way
2010,S54,Q8,magnitude,[?m?ɡn?tud],"1.    (尺寸、规模、重要性等)  大的程度  the?size,?extent,?or?importance of something
2.  重要级  the?importance,?quality,?or?caliber of something"
2011,S54,Q8,suppleness,['s?pln?s],"1.  柔软??soft?and able to bend or fold easily
2.  顺从  compliant often to the point of obsequiousness"
