,,GRE词以类记,
4409,pose,vi. vt. 摆姿势; 造作,张红岩：list030
4410,presumption,n. 冒昧; 专横; 假定,张红岩：list030
4411,provincial,"adj.偏狭的,粗俗的",张红岩：list030
4412,pusillanimous,adj.胆小的,张红岩：list030
4413,quail,"vi.畏惧,颤抖",张红岩：list030
4414,raffish,"adj.名誉不好的,无赖的,俗艳的",张红岩：list030
4415,rakish,"adj. 潇洒的, 放荡的",张红岩：list030
4416,ribald,"adj. 下流的,粗鄙的",张红岩：list030
4417,ruse,"n.骗术,诡计",张红岩：list030
4418,scandal,n. 丑闻; 恶意诽谤,张红岩：list030
4419,scurrilous,adj. 下流的,张红岩：list030
4420,secular,"adj. 世俗的,尘世的",张红岩：list030
4421,shiftiness,n.奸诈,张红岩：list030
4422,shoddy,"n.劣质的,冒充好货的",张红岩：list030
4423,sketchy,"adj.概略的,粗略的",张红岩：list030
4424,sly,"adj.秘密的,鬼鬼祟祟的",张红岩：list030
4425,snare,"n.罗网,陷阱",张红岩：list030
4426,specious,adj.似是而非的; 华而不实的,张红岩：list030
4427,spineless,"adj.没骨气的,懦弱的",张红岩：list030
4428,spite,"n.怨恨,恶意",张红岩：list030
4429,subterfuge,"n.诡计,托辞",张红岩：list030
4430,supple,adj.伸屈自如的,张红岩：list030
4431,surly,adj.脾气暴躁的; 阴沉的,张红岩：list030
4432,susceptible,"adj.易受影响的, 脆弱的",张红岩：list030
4433,sybaritic,adj.放纵的,张红岩：list030
4434,tactic,n.(达到目的)手段; 战术,张红岩：list030
4435,temporal,adj.时间的; 世俗的,张红岩：list030
4436,timid,adj.胆怯的,张红岩：list030
4437,timidity,n. 胆怯,张红岩：list030
4438,timorous,"adj.胆小的,胆怯的",张红岩：list030
4439,unseemly,"adj.不适当,不宜",张红岩：list030
4440,unwitting,"adj.无心的,不经意的",张红岩：list030
4441,voluptuous,adj.撩人的; 沉溺酒色的,张红岩：list030
4442,vulgar,adj.无教养的,张红岩：list030
4443,wicked,"adj. 极坏的,淘气的",张红岩：list030
4444,wily,adj.狡猾的,张红岩：list030
4445,bacchanal,n.(行为放纵的)狂欢会,张红岩：list030
4446,bedizen,vt.把...装饰得华丽而俗气,张红岩：list030
4447,crafty,adj. 狡诈的,张红岩：list030
4448,diabolic,adj. 恶魔(一样)的；魔鬼性格的,张红岩：list030
4449,distrait,adj.心不在焉的,张红岩：list030
4450,eerie,"adj.可怕的,阴森恐怖的",张红岩：list030
4451,effeminate,"adj. 缺乏勇气的,柔弱的",张红岩：list030
4452,emasculate,vt.削弱;阉割 adj. 柔弱的,张红岩：list030
4453,ensnare,"vt. 诱入陷阱, 进入罗网",张红岩：list030
4454,fainthearted,adj. 懦弱的，无精神的；胆小的,张红岩：list030
4455,flabby,adj.(肌肉)松软的; 意志薄弱的,张红岩：list030
4456,grumpy,adj. 脾气暴躁的,张红岩：list030
4457,gutless,"adj. 没有勇气,懦怯的",张红岩：list030
4458,insouciance,"n. 漠不关心, 漫不经心",张红岩：list030
4459,libido,n. 性欲; 生命力,张红岩：list030
4460,malice,n. 恶意,张红岩：list030
4461,malignant,"adj. 恶毒的,充满恨意",张红岩：list030
4462,sensual,"adj. 肉欲的,淫荡的",张红岩：list030
4463,slapdash,adv. adj.马虎地(的),张红岩：list030
4464,slobber,n.口水; vi. vt.流口水; 粗俗地表示,张红岩：list030
4465,snappish,adj. 脾气暴躁的,张红岩：list030
4466,treachery,"n.阴险,背叛",张红岩：list030
4467,tremulous,"adj.颤动的,不安的",张红岩：list030
4468,trickery,"n.欺骗,诡计",张红岩：list030
4469,ultramundane,"adj. 超俗的,世界之外的",张红岩：list030
4470,unbridled,adj.放纵的,张红岩：list030
4471,villainous,"adj.邪恶的,恶毒的",张红岩：list030
4472,vulpine,"adj.狐狸的,狡猾的",张红岩：list030
4473,wanton,adj.顽皮的; 放纵的,张红岩：list030
4474,barbarian,野蛮人；粗鲁的,张红岩：list030
4475,dashing,"adj. 活力的,有朝气的",张红岩：list030
4476,madcap,轻率的；狂妄的,张红岩：list030
4477,wile,"n.诡计,花言巧语",张红岩：list030
4478,foppery,n.纨绔习气,张红岩：list030
4479,scurrility,"n.粗俗下流,辱骂的言语",张红岩：list030
4480,recklessness,"n.鲁莽,轻率,不顾一切",张红岩：list030
4481,villain,"n.恶棍; 歹徒; 坏人,淘气鬼; 坏蛋,反面人物, 反派角色; 坏人",张红岩：list030
4482,vise,"n.夹钳；台钳；老虎钳,vt.钳住;紧紧夹住",张红岩：list030
4483,roue,n.<法>放荡者;享乐者,张红岩：list030
4484,mannered,adj.做作的,张红岩：list031
4485,pretend,v.假装,张红岩：list031
4486,critical,adj.批评(性)的;评论(性)的; 爱挑剔的;关键的;危急的,张红岩：list031
4487,discrimination,n.歧视；区别,张红岩：list031
4488,prejudice,n.偏见；成见,张红岩：list031
4489,mask,n.而具,张红岩：list031
4490,idle,adj.闲散的；空闲的,张红岩：list031
4491,stubborn,n.顽固的;倔强的,张红岩：list031
4492,acerbic,adj.苦涩的; 刻薄的,张红岩：list031
4493,acquisitive,"adj.贪得的,物欲重的",张红岩：list031
4494,acrid,"adj.辣的,刻薄的",张红岩：list031
4495,acrimony,"n.尖刻,刻薄",张红岩：list031
4496,adamant,adj. 强硬的; 固执的,张红岩：list031
4497,affectation,"n. 做作,虚假",张红岩：list031
4498,affected,adj. 不自然的; 假装的,张红岩：list031
4499,avarice,"n.贪财,贪婪",张红岩：list031
4500,banal,adj. 陈腐的,张红岩：list031
4501,bathetic,"adj.假作悲伤的,陈腐的",张红岩：list031
4502,begrudge,"vt.吝啬,勉强给",张红岩：list031
4503,belie,vt.掩饰; 证明为假,张红岩：list031
4504,bravado,"n.故作勇敢,虚张声势",张红岩：list031
4505,camouflage,"n.  vt. 掩饰,伪装",张红岩：list031
4506,captious,adj. 吹毛求疵的,张红岩：list031
4507,cavil,"vt.挑毛病,吹毛求疵",张红岩：list031
4508,clannish,"adj. 排他的,门户之见的",张红岩：list031
4509,clique,"n. 朋党派系,小集团",张红岩：list031
4510,contrived,"adj. 不自然的,人造的",张红岩：list031
4511,contumacious,adj.违抗的，不服从的,张红岩：list031
4512,coterie,n. (有共同兴趣的)小团体,张红岩：list031
4513,covet,"vt. 贪求,妄想",张红岩：list031
4514,critical,adj. 找出毛病的;关键的,张红岩：list031
4515,cronyism,"n. 任用亲信, 对朋友偏袒",张红岩：list031
4516,cupidity,n. 贪婪,张红岩：list031
4517,decadence,"n. 衰落,颓废",张红岩：list031
4518,denture,n. 假牙,张红岩：list031
4519,devious,adj.不正直的; 弯曲的,张红岩：list031
4520,disguise,vt.假扮; 掩饰,张红岩：list031
4521,dogged,adj.顽强的,张红岩：list031
4522,exacting,adj. 苛求的; 要求严格的,张红岩：list031
4523,extenuate,"vt.掩饰(罪行),减轻罪过",张红岩：list031
4524,faction,n.派系; 派系斗争,张红岩：list031
4525,fastidious,"adj.难取悦的,挑剔的",张红岩：list031
4526,feign,"vi. vt.假装,伪装",张红岩：list031
4527,feigned,adj.假装的;不真诚的,张红岩：list031
4528,figment,n.虚构的东西,张红岩：list031
4529,finicky,"adj.苛求的,过分讲究的",张红岩：list031
4530,fussy,adj. 爱挑剔的,张红岩：list031
4531,gild,"vt.虚饰, 镀金",张红岩：list031
4532,grasping,"adj. 贪心的,贪婪的",张红岩：list031
4533,hackneyed,"adj. 陈腐的,平常的",张红岩：list031
4534,hidebound,"adj. 顽固的,心胸狭窄的",张红岩：list031
4535,hypocritical,adj. 虚伪的,张红岩：list031
4536,idle,adj.(指人)无所事事的；无效的；vi. vt.懒散，无所事事,张红岩：list031
4537,illusion,n.假象，错觉,张红岩：list031
4538,illusory,adj. 虚幻的,张红岩：list031
4539,incorrigible,"adj. 积习难改的,不可救药的",张红岩：list031
4540,indolent,adj. 懒惰的,张红岩：list031
4541,inequity,"n. 不公正,不公平",张红岩：list031
4542,inertia,n. 惰性; 懒惰,张红岩：list031
4543,insincerity,n.伪善,张红岩：list031
4544,intractable,adj. 倔强的; 难管的,张红岩：list031
4545,intransigent,adj. 不妥协的,张红岩：list031
4546,jaundice,n.偏见；黄疸,张红岩：list031
4547,knead,"vt. 按摩, 捏制",张红岩：list031
4548,loll,vi. vt. 懒洋洋地坐或卧,张红岩：list031
4549,lopsided,"adj.倾向一方的,不平衡的",张红岩：list031
4550,lounge,vi. vt. 懒散地斜靠; n.休息室,张红岩：list031
4551,mask,n. 假面具; vi. vt. 隐藏(感情),张红岩：list031
4552,mediocrity,"n. 平庸,碌碌之人",张红岩：list031
4553,miserly,"adj. 吝啬的,贪婪的",张红岩：list031
4554,misinform,vt. 向...提供错误信息,张红岩：list031
4555,mulish,"adj. 骡一样的, 执拗的",张红岩：list031
4556,nepotism,n. 裙带关系,张红岩：list031
4557,nitpick,"vt. 挑剔,吹毛求疵",张红岩：list031
4558,obdurate,"adj. 固执的,顽固的",张红岩：list031
4559,obstinacy,n.固执，倔强，顽固,张红岩：list031
4560,obstinate,"adj. 固执的,倔强的",张红岩：list031
4561,opinionated,adj. 固执己见的,张红岩：list031
4562,parsimony,"n. 过分节俭,吝啬",张红岩：list031
4563,partiality,"n. 偏袒,偏心",张红岩：list031
4564,penury,n. 贫穷,张红岩：list031
4565,pertinacious,"adj. 顽固的,固执的; ]",张红岩：list031
4566,platitude,n. 陈词滥调,张红岩：list031
4567,prejudice,"n. 偏见,成见 ; vt. 使抱偏见",张红岩：list031
4568,pungent,adj.味道刺激的; 苛刻的,张红岩：list031
4569,ravenous,"adj.饿极了的,贪婪的",张红岩：list031
4570,restiveness,n. 倔强; 难以驾御,张红岩：list031
4571,sanctimonious,adj.伪装虔诚的,张红岩：list031
4572,scathing,"adj. 苛刻的,严厉的",张红岩：list031
4573,slack,"adj.懒散的,懈怠的;(绳)松弛的vi. vt.松懈,怠惰",张红岩：list031
4574,sloth,n.懒惰; 树懒(一种动物),张红岩：list031
4575,sorcery,"n.巫术,魔法",张红岩：list031
4576,stinginess,n. 小气,张红岩：list031
4577,stingy,"adj.吝啬的,小气的",张红岩：list031
4578,stringent,adj.(规定)严苛的; 缺钱的,张红岩：list031
4579,stubborn,adj. 固执的;难以改变的,张红岩：list031
4580,supine,adj.仰卧的; 懒散的,张红岩：list031
4581,tart,adj.酸的; 尖酸的,张红岩：list031
4582,tendentious,adj.有偏见的,张红岩：list031
4583,tightfisted,adj.吝啬的,张红岩：list031
4584,torpid,"adj.懒散的,死气沉沉的",张红岩：list031
4585,torpor,n.死气沉沉,张红岩：list031
4586,trite,"adj. 陈腐的,陈词滥调的",张红岩：list031
4587,unjustly,adv.不义地，不法地,张红岩：list031
4588,venal,"adj.惟利是图的,贪赃枉法的",张红岩：list031
4589,vitriolic,"adj.刻薄的, 强烈的",张红岩：list031
4590,voracious,"adj.狼吞虎咽的,贪婪的",张红岩：list031
4591,voracity,n.贪婪,张红岩：list031
4592,acerbity,n. 涩，酸，刻薄,张红岩：list031
4593,bluff,n. 虚张声势; 悬崖峭壁,张红岩：list031
4594,closed-minded,adj. 倔强的，顽固的,张红岩：list031
4595,doze,vi. vt. 瞌睡，假寐,张红岩：list031
4596,grudge,vt. 吝啬; 不满,张红岩：list031
4597,illiberal,adj. 气量狭窄的; 吝啬的,张红岩：list031
4598,nipping,adj. 尖酸的; 刺骨的,张红岩：list031
4599,parochial,adj. 教区的；地方性的，狭小的,张红岩：list031
4600,persnickety,adj. 势利的; 挑剔的,张红岩：list031
4601,pharisaic,"adj. 伪善的,伪装虔诚的",张红岩：list031
4602,pretence,n.虚伪; 借口,张红岩：list031
4603,sprawl,vi. vt.伸展手脚而卧,张红岩：list031
4604,stagy,"adj.不自然的,演戏一般的",张红岩：list031
4605,vinegared,"adj.酸的,尖刻的",张红岩：list031
4606,indolence,"n.懒惰,好逸恶劳,懒散,无痛,愈合缓慢",张红岩：list031
4607,integrating,n.集成，积分 ,张红岩：list031
4608,tightwad,n.(非正式，主美)吝啬鬼，守财奴,张红岩：list031
4609,carping,adj.挑剔的,张红岩：list031
4610,headfirst,"adv.头向前地,不顾前后地",张红岩：list031
4611,obduracy,"n.无情, 铁石心肠,顽固, 执拗; 冷酷",张红岩：list031
4612,dissimulation,"n.掩饰(感情),假装(镇静)",张红岩：list031
4613,gloss over,掩饰(错误);粉饰；把…搪塞过去,张红岩：list031
4614,amuse,vt.使发笑；使愉快,张红岩：list032
4615,festive,adj.欢宴的；节日的；欢乐的,张红岩：list032
4616,agreeable,adj. 令人喜悦的; 欣然同意的,张红岩：list032
4617,amenity,n. 带来愉快的设施; 适意,张红岩：list032
4618,amuse,vt. 逗某人笑;使某人笑消遣,张红岩：list032
4619,bliss,n.狂喜；福佑，天赐的福,张红岩：list032
4620,blithe,"adj.快乐的,无忧无虑的",张红岩：list032
4621,bracing,adj.令人振奋的,张红岩：list032
4622,carouse,n.狂饮寻乐,张红岩：list032
4623,cavort,"vt.腾越,欢跃",张红岩：list032
4624,convivial,"adj. 欢乐的,狂欢的",张红岩：list032
4625,conviviality,"n. 欢乐,交游",张红岩：list032
4626,dally,"vt. 闲荡,嬉戏",张红岩：list032
4627,delectable,adj. 赏心悦目的,张红岩：list032
4628,ebullience,"n. 兴冲冲,亢奋",张红岩：list032
4629,ecstasy,n. 狂喜; 激情状态,张红岩：list032
4630,ecstatic,"adj. 狂喜的,心花怒放的",张红岩：list032
4631,elated,"adj. 得意洋洋的,振奋的",张红岩：list032
4632,enrapture,"vt. 使狂喜, 使高兴",张红岩：list032
4633,exaltation,"n. (成功带来的)得意,高兴",张红岩：list032
4634,excitability,"n. 易兴奋性,易激动性",张红岩：list032
4635,exhilarate,vt. 使高兴,张红岩：list032
4636,exhilaration,"n. 高兴,活跃",张红岩：list032
4637,exuberance,"n. 愉快,茁壮",张红岩：list032
4638,exult,"vi.欢腾,喜悦",张红岩：list032
4639,festive,adj.欢乐的,张红岩：list032
4640,fragrant,"n. 芳香的, 愉快的",张红岩：list032
4641,frisky,"adj. 活泼的,快活的",张红岩：list032
4642,gambol,"n. vi. 雀跃,嬉戏",张红岩：list032
4643,genial,"adj. 愉快的,脾气好的",张红岩：list032
4644,gloat,"vi. 幸灾乐祸地看,窃喜",张红岩：list032
4645,gratification,"n. 满足,喜悦",张红岩：list032
4646,gratify,"vt. 使高兴,使满足",张红岩：list032
4647,hilarious,adj. 充满欢乐的; 引起大笑的,张红岩：list032
4648,intoxicate,vt. 使醉; 陶醉,张红岩：list032
4649,jaunty,"adj. 愉快的,满足的",张红岩：list032
4650,jocund,"adj. 快乐的,高兴的",张红岩：list032
4651,jovial,adj. 愉快的,张红岩：list032
4652,jubilation,n.欢快，欢庆,张红岩：list032
4653,lark,"n. 玩笑,嬉耍",张红岩：list032
4654,mirth,"n. 欢乐,欢笑",张红岩：list032
4655,optimism,n. 乐观主义,张红岩：list032
4656,piquant,"adj. 辛辣的,开胃的",张红岩：list032
4657,revelry,n. 狂欢,张红岩：list032
4658,sanguine,adj.乐观的,张红岩：list032
4659,sprightly,"adj.愉快的,活泼的",张红岩：list032
4660,triumph,vi.n.凯旋，胜利，欢欣,张红岩：list032
4661,vivacious,"adj.活泼的,快活的",张红岩：list032
4662,beatific,"adj.祝福的,有福的",张红岩：list032
4663,caper,"vi.  n. 雀跃,欢蹦",张红岩：list032
4664,disport,"vt.玩耍,嬉戏",张红岩：list032
4665,exultant,adj. 非常高兴的，欢跃的,张红岩：list032
4666,felicitate,"vt.祝贺,庆祝",张红岩：list032
4667,festal,adj.节日的; 欢乐的,张红岩：list032
4668,frisk,"n. vi. vt. 蹦跳,娱乐",张红岩：list032
4669,frolic,n. vi. 嬉戏; 雀跃,张红岩：list032
4670,frolicsome,"adj. 快活的,欢乐的",张红岩：list032
4671,gaiety,"n. 欢乐,快活",张红岩：list032
4672,glee,"n. 欢喜,高兴",张红岩：list032
4673,hedonic,adj. 享乐的；n. 享乐主义学说,张红岩：list032
4674,jolly,"adj. 欢乐的,快乐的",张红岩：list032
4675,jubilant,"adj. 喜悦的,欢呼的",张红岩：list032
4676,upsurge,n.(情绪)高涨,张红岩：list032
4677,rosy,adj. 玫瑰色的；美好的；乐观的；健康的,张红岩：list032
4678,fete,"n.(常在室外为筹款举行的)游乐会,vt.宴请(某人), 向…致敬",张红岩：list032
